abatacepte;BRISTOL-MEYERS SQUIBB FARMACÊUTICA LTDA;ORENCIA;250 MG PO LIOF INJ CT FA + SER DESC;0;SIM
ceftriaxona;ÍTACA LABORATÓRIOS LTDA;CEFTRIAXONA;1 G PO LIOF CT 50 FA VD INC;1053,66;NÃO
ceftriaxona dissódica hemieptaidratada;ANTIBIÓTICOS DO BRASIL LTDA;CEFTRIAXONA DISSÓDICA;1 G PÓ P/ SOL INJ IV CT 100 FA VD TRANS X 10 ML (EMB HOSP) ;0;SIM
ceftriaxona dissódica hemieptaidratada;ANTIBIÓTICOS DO BRASIL LTDA;CEFTRIAXONA DISSÓDICA;1 G PÓ P/ SOL INJ IV CT 100 FA VD TRANS X 10 ML + 100 DIL AMP PLAS TRANS X 10 ML (EMB HOSP);01;0;SIM
ceftriaxona dissódica hemieptaidratada;ANTIBIÓTICOS DO BRASIL LTDA;CEFTRIAXONA DISSÓDICA;1 G PÓ P/ SOL INJ IV CT 150 FA VD TRANS X 10 ML (EMB HOSP) ;0;SIM
ceftriaxona dissódica hemieptaidratada;ANTIBIÓTICOS DO BRASIL LTDA;CEFTRIAXONA DISSÓDICA;1 G PÓ P/ SOL INJ IV CT 25 FA VD TRANS X 10 ML + 25 DIL AMP PLAS TRANS X 10 ML (EMB HOSP) ;01;0;SIM
ceftriaxona dissódica hemieptaidratada;ANTIBIÓTICOS DO BRASIL LTDA;CEFTRIAXONA DISSÓDICA;1 G PÓ P/ SOL INJ IV CT 200 FA VD TRANS X 10 ML (EMB HOSP) ;0;SIM
ceftriaxona dissódica hemieptaidratada;ANTIBIÓTICOS DO BRASIL LTDA;CEFTRIAXONA DISSÓDICA;1 G PÓ P/ SOL INJ IV CT 50 FA VD TRANS X 10 ML + 50 DIL AMP PLAS TRANS X 10 ML (EMB HOSP);01;0;SIM
ceftriaxona dissódica hemieptaidratada;ANTIBIÓTICOS DO BRASIL LTDA;CEFTRIAXONA DISSÓDICA;1 G PÓ P/ SOL INJ IV CT 50 FA VD TRANS X 10 ML (EMB HOSP) ;0;SIM
ceftriaxona dissódica hemieptaidratada;ANTIBIÓTICOS DO BRASIL LTDA;CEFTRIAXONA DISSÓDICA;1 G PÓ P/SOL INJ IV CX 25 FA VD TRANS X 10 ML + 25 BOLS PLAS SIST FECH X 100 ML (EMB HOSP);0;SIM
ceftriaxona dissódica hemieptaidratada;ANTIBIÓTICOS DO BRASIL LTDA;CEFTRIAXONA DISSÓDICA;1 G PÓ P/ SOL INJ IV CT 25 FA VD TRANS X 10 ML (EMB HOSP) ;0;SIM
ceftriaxona dissódica hemieptaidratada;ANTIBIÓTICOS DO BRASIL LTDA;CEFTRIAXONA DISSÓDICA;1 G PÓ P/ SOL INJ IV CT 200 FA VD TRANS X 10 ML + 200 DIL AMP PLAS TRANS X 10 ML (EMB HOSP) ;0;SIM
ceftriaxona dissódica hemieptaidratada;ANTIBIÓTICOS DO BRASIL LTDA;CEFTRIAXONA DISSÓDICA;1 G PÓ P/ SOL INJ IV CT 150 FA VD TRANS X 10 ML + 150 DIL AMP PLAS TRANS X 10 ML (EMB HOSP);0;SIM
ceftriaxona dissódica hemieptaidratada;NOVAFARMA INDÚSTRIA FARMACÊUTICA LTDA;CEFTRIAXONA-CEFTRIONA;1G PÓ LIOF INJ CX 50 FA VD INC;0;SIM
ceftriaxona dissódica hemieptaidratada;LABORATÓRIO TEUTO BRASILEIRO S.A.;TRIAXON;250 MG IM PO INJ CT FA + DIL;5,36;NÃO
ceftriaxona dissódica hemieptaidratada;LABORATÓRIO TEUTO BRASILEIRO S.A.;TRIAXON;500 MG IM PO INJ CT  FA + DIL;14,45;NÃO
ceftriaxona dissódica hemieptaidratada;GLENMARK FARMACÊUTICA LTDA;CEFTRIAXONA DISSÓDICA;1 G PO P/ SOL INJ IV CT FA VD INC + DIL AMP VD X 10 ML ;30,88;NÃO
ceftriaxona dissódica hemieptaidratada;GLENMARK FARMACÊUTICA LTDA;CEFTRIAXONA DISSÓDICA;1 G PO P/ SOL INJ IV CT 50 FA VD INC + 50 DIL AMP VD X 10 ML (EMB HOSP);0;SIM
ceftriaxona dissódica hemieptaidratada;GLENMARK FARMACÊUTICA LTDA;CEFTRIAXONA DISSÓDICA;1 G PO P/ SOL INJ IV CT 25 FA VD INC + 25 DIL AMP VD X 10 ML (EMB HOSP);0;SIM
ceftriaxona dissódica hemieptaidratada;GLENMARK FARMACÊUTICA LTDA;CEFTRIAXONA DISSÓDICA;1 G PO P/ SOL INJ IV CT 100 FA VD INC + 100 DIL AMP VD X 10 ML (EMB HOSP);0;SIM
ceftriaxona sódica;EMS SIGMA PHARMA LTDA;CEFTRIAX;1 G SOL INJ IM CT 1 FA + 1 AMP DIL X 3,5 ML;22,68;NÃO
ceftriaxona sódica;EMS SIGMA PHARMA LTDA;CEFTRIAX;0,5 G SOL INJ IM CT1 FA + AMP DIL X 2 ML;15,21;NÃO
ceftriaxona sódica;EMS SIGMA PHARMA LTDA;CEFTRIAX;0,25 G SOL INJ IM CT FA + 1 AMP DIL X 2 ML;12,5;NÃO
ceftriaxona sódica;AUROBINDO PHARMA INDUSTRIA FARMACEUTICA LIMITADA;CEFTRIAXONA SÓDICA;1 G PÓ P/ SOL INJ  IV CT 50 FA VD INC (EMB HOSP);0;SIM
ceftriaxona sódica;AUROBINDO PHARMA INDUSTRIA FARMACEUTICA LIMITADA;CEFTRIAXONA SÓDICA;1 G PÓ INJ  IV CT 5 FA VD INC + 5 AMP DIL X 10 ML;157,32;NÃO
ceftriaxona sódica;AUROBINDO PHARMA INDUSTRIA FARMACEUTICA LIMITADA;CEFTRIAXONA SÓDICA;500 MG PÓ P/ SOL INJ IV CT FA VD INC +  DIL X 5 ML ;16,91;NÃO
ceftriaxona sódica;AUROBINDO PHARMA INDUSTRIA FARMACEUTICA LIMITADA;CEFTRIAXONA SÓDICA;500 MG PÓ INJ IV CT 5 FA VD INC + 5 AMP DIL X 5 ML;86,21;NÃO
ceftriaxona sódica;AUROBINDO PHARMA INDUSTRIA FARMACEUTICA LIMITADA;CEFTRIAXONA SÓDICA;500 MG PÓ P/ SOL INJ IV CT 50 FA VD INC (EMB HOSP);0;SIM
ceftriaxona sódica;AUROBINDO PHARMA INDUSTRIA FARMACEUTICA LIMITADA;CEFTRIAXONA SÓDICA;500 MG PÓ INJ  IV CT 25 FA VD INC + 25 AMP DIL X 5 ML;443,7;NÃO
ceftriaxona sódica;AUROBINDO PHARMA INDUSTRIA FARMACEUTICA LIMITADA;CEFTRIAXONA SÓDICA;1 G PÓ INJ IV  CT 25 FA VD INC + 25 AMP DIL X 10 ML;798,43;NÃO
ceftriaxona sódica;AUROBINDO PHARMA INDUSTRIA FARMACEUTICA LIMITADA;CEFTRIAXONA SÓDICA;1 G PÓ P/ SOL INJ IV CT FA VD INC + AMP DIL X 10 ML ;30,39;NÃO
ceftriaxona sódica;ANTIBIÓTICOS DO BRASIL LTDA;KEFTRON;1G PO INJ CT 50 FA VD INC X 10 ML + 50 AMP PLAS DIL X 10 ML;1824,93;NÃO
ceftriaxona sódica;ANTIBIÓTICOS DO BRASIL LTDA;KEFTRON;1G PO INJ CT 50 FA VD INC X 10 ML;1824,93;NÃO
ceftriaxona sódica;NOVAFARMA INDÚSTRIA FARMACÊUTICA LTDA;CEFTRIAXONA-CEFTRIONA;500MG PÓ INJ CX 50 FR/AMP SEM DILUENTE ;0;SIM
ceftriaxona sódica;LABORATÓRIO TEUTO BRASILEIRO S.A.;TRIAXON;1 G IV PÓ INJ CT FA + DIL;0;SIM
ceftriaxona sódica;LABORATÓRIO TEUTO BRASILEIRO S.A.;TRIAXON;1G IM PO INJ CX 50 FA + DIL;0;SIM
ceftriaxona sódica;LABORATÓRIO TEUTO BRASILEIRO S.A.;TRIAXON;1G IM PO INJ CT FA + DIL;22,01;NÃO
ceftriaxona sódica;LABORATÓRIO TEUTO BRASILEIRO S.A.;TRIAXON;500 MG IV PO INJ CT 50 FA VD INC (EMB HOSP);0;SIM
ceftriaxona sódica;LABORATÓRIO TEUTO BRASILEIRO S.A.;TRIAXON;1 G IV PO INJ CT 50 FA VD INC (EMB HOSP);0;SIM
ceftriaxona sódica;LABORATÓRIO NEOQUÍMICA COMÉRCIO E INDÚSTRIA LTDA;NEOCEFTRIONA;1 G PO INJ CX 50 FA VD AMB + AMP DIL X 10 ML (EMB HOSP) ;0;SIM
ceftriaxona sódica;LABORATÓRIO NEOQUÍMICA COMÉRCIO E INDÚSTRIA LTDA;CEFTRIAXONA SÓDICA;1 G PO SOL INJ IV CX 50 FA VD INC + 50 DIL AMP VD INC X 10 ML (EMB HOSP);0;SIM
ceftriaxona sódica;PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A;ROCEFIN;500 MG IV PO ESTÉRIL CT FA VD INC + AMP DIL X 5,0 ML;35,4;NÃO
ceftriaxona sódica;PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A;ROCEFIN;1 G IV PO ESTÉRIL CT FA VD INC + AMP DIL X 10 ML;53,36;NÃO
ceftriaxona sódica;INSTITUTO BIOCHIMICO INDÚSTRIA FARMACÊUTICA LTDA;AMPLOSPEC;1 G PO INJ CX 50 FA VD INC (EMB HOSP);0;SIM
ceftriaxona sódica;INSTITUTO BIOCHIMICO INDÚSTRIA FARMACÊUTICA LTDA;AMPLOSPEC;1 G PO INJ CT 01 FA VD INC + AMP VD INC X 10 ML ;0;SIM
ceftriaxona sódica;EUROFARMA LABORATÓRIOS LTDA;CEFTRIAXONA;500 MG PO P/ SOL INJ IM CT FA VD INC + DIL AMP VD INC X 2 ML;14,3;NÃO
ceftriaxona sódica;EUROFARMA LABORATÓRIOS LTDA;CEFTRIAXONA;1 G PO SOL INJ IV CX 50 FA + 50 AMP PLAST DIL X 10 ML;0;SIM
ceftriaxona sódica;EUROFARMA LABORATÓRIOS LTDA;TRIAXIN;1 G PO P/ SOL INJ IM CT FA VD INC + AMP DIL PLAS INC X 3,5 ML ;22,01;NÃO
ceftriaxona sódica;EUROFARMA LABORATÓRIOS LTDA;TRIAXIN;500 MG PÓ P/ SOL INJ IM CT FA VD INC + AMP DIL PLAS INC X 2 ML ;13,51;NÃO
ceftriaxona sódica;EUROFARMA LABORATÓRIOS LTDA;TRIAXIN;250 MG PÓ P/ SOL INJ IM CT FA VD INC + AMP DIL PLAS INC X 2 ML ;5,78;NÃO
ceftriaxona sódica;ARISTON INDÚSTRIAS QUÍMICAS E FARMACÊUTICAS LTDA;TRIAXTON;1.000 MG PO INJ CX 50 FA VD INC ;0;SIM
ceftriaxona sódica;ARISTON INDÚSTRIAS QUÍMICAS E FARMACÊUTICAS LTDA;TRIAXTON;1.000 MG PO INJ CX 20 FA VD INC ;1044,84;NÃO
ceftriaxona sódica;ARISTON INDÚSTRIAS QUÍMICAS E FARMACÊUTICAS LTDA;TRIAXTON;1.000 MG PO INJ CX 100 FA VD INC ;0;SIM
cefuroxima;ÍTACA LABORATÓRIOS LTDA;CEFUROXIMA;750 MG PO INJ CT 100 FA VD AMB;4311,9;NÃO
cefuroxima sódica;ASPEN PHARMA INDUSTRIA FARMACEUTICA LTDA;ZENCEF;750 MG PÓ SOL INJ CT FA VD INC + SOL DIL FA VD INC X 6 ML;26,91;NÃO
cefuroxima sódica;AUROBINDO PHARMA INDUSTRIA FARMACEUTICA LIMITADA;CEFUROXIMA SÓDICA;750 MG PÓ SOL INJ CT 25 FA VD INC + 25 AMP DIL VD INC X 6 ML ;0;SIM
cefuroxima sódica;AUROBINDO PHARMA INDUSTRIA FARMACEUTICA LIMITADA;CEFUROXIMA SÓDICA;750 MG PÓ SOL INJ CT 25 FA VD INC;0;SIM
cefuroxima sódica;AUROBINDO PHARMA INDUSTRIA FARMACEUTICA LIMITADA;CEFUROXIMA SÓDICA;750 MG PÓ SOL INJ CT FA VD INC + 1 AMP DIL VD INC X 6 ML ;0;SIM
cefuroxima sódica;ANTIBIÓTICOS DO BRASIL LTDA;KEROXIME;750 MG PO INJ CT 25 FA VD INC X 10 ML;742,62;NÃO
cefuroxima sódica;ANTIBIÓTICOS DO BRASIL LTDA;KEROXIME;750 MG PO INJ CT 50 FA VD INC X 10 ML + 50 AMP DIL X 10 ML;1491,61;NÃO
cefuroxima sódica;ANTIBIÓTICOS DO BRASIL LTDA;KEROXIME;750 MG PO INJ CT 50 FA VD INC X 10 ML ;1485,6;NÃO
cefuroxima sódica;ANTIBIÓTICOS DO BRASIL LTDA;KEROXIME;750 MG PO INJ CT FA VD INC X 10 ML;29,71;NÃO
cefuroxima sódica;ANTIBIÓTICOS DO BRASIL LTDA;KEROXIME;750 MG PO INJ CT FA VD INC X 10 ML + AMP DIL X 10 ML;29,88;NÃO
cefuroxima sódica;ANTIBIÓTICOS DO BRASIL LTDA;KEROXIME;750 MG PO INJ CT 25 FA VD INC X 10 ML + 25 AMP DIL X 10 ML ;745,78;NÃO
cefuroxima sódica;GLAXO SMITHKLINE BRASIL LTDA;ZINACEF;750MG INJETÁVEL;0;SIM
cefuroxima sódica;INSTITUTO BIOCHIMICO INDÚSTRIA FARMACÊUTICA LTDA;MONOCEF;750 MG PÓ INJ IM/IV CX 50 FA VD INC;0;SIM
cefuroxima sódica;INSTITUTO BIOCHIMICO INDÚSTRIA FARMACÊUTICA LTDA;MONOCEF;750 MG PÓ INJ IM/IV CX 50 FA VD INC + 50 DIL X 6 ML;0;SIM
cefuroxima sódica;INSTITUTO BIOCHIMICO INDÚSTRIA FARMACÊUTICA LTDA;MONOCEF;750 MG PÓ INJ IM/IV CT 01 FA VD INC;0;SIM
cefuroxima sódica;INSTITUTO BIOCHIMICO INDÚSTRIA FARMACÊUTICA LTDA;MONOCEF;750 MG PÓ INJ IM/IV CT 1 FA VD INC + 1 DIL X 6 ML;0;SIM
cefuroxima sódica;GLENMARK FARMACÊUTICA LTDA;CEFUROXIMA SÓDICA;750 MG PO P/ SOL INJ CT 100 FA VD INC + 100 DIL AMP VD X 6 ML (EMB HOSP);0;SIM
cefuroxima sódica;GLENMARK FARMACÊUTICA LTDA;CEFUROXIMA SÓDICA;750 MG PO P/ SOL INJ CT  FA VD INC + DIL AMP VD X 6 ML;23,24;NÃO
cefuroxima sódica;GLENMARK FARMACÊUTICA LTDA;CEFUROXIMA SÓDICA;750 MG PO P/ SOL INJ CT 25 FA VD INC + 25 DIL AMP VD X 6 ML(EMB HOSP);0;SIM
cefuroxima sódica;GLENMARK FARMACÊUTICA LTDA;CEFUROXIMA SÓDICA;750 MG PO P/ SOL INJ CT 50 FA VD INC + 50 DIL AMP VD X 6 ML (EMB HOSP);0;SIM
cefuroxima sódica;EUROFARMA LABORATÓRIOS LTDA;CEFUROXIMA SÓDICA;750 MG PO P/ SOL INJ CT 50 FA VD INC + 50 AMP PLAS DIL X 6 ML;0;SIM
cefuroxima sódica;EUROFARMA LABORATÓRIOS LTDA;CEFUROXIMA SÓDICA;750 MG PO P/ SOL INJ CT 50 FA VD INC + 50 AMP VD DIL X 6 ML;0;SIM
cefuroxima sódica;EUROFARMA LABORATÓRIOS LTDA;CEFUROXIMA SÓDICA;750 MG PO P/ SOL INJ CT FA VD INC + AMP PLAS DIL X 6 ML ;0;SIM
cefuroxima sódica;LABORATORIO QUÍMICO FARMACÊUTICO BERGAMO LTDA;MEDCEF;750 MG PO INJ CT FA VD AMB + DIL X 6 ML;40,39;NÃO
cefuroxima sódica;SANDOZ DO BRASIL INDUSTRIA FARMACÊUTICA LTDA;CEFUROXIMA SÓDICA;750 MG PÓ SOL INJ CT FA VD INC + DIL AMP VD INC X 6 ML;22,17;NÃO
cefuroxima sódica;SANDOZ DO BRASIL INDUSTRIA FARMACÊUTICA LTDA;CEFUROXIMA SÓDICA;750 MG PÓ SOL INJ CT 50 FA VD INC + 50 DIL AMP VD INC X 6 ML (EMB HOSP);0;SIM
cefuroxima sódica;LABORATÓRIOS LIBRA DO BRASIL S.A;KESINT;125 MG/ML PÓ LIOFILIZADO INJ CX C/ 01 FR/AMP;11,6;NÃO
celecoxibe;LABORATÓRIOS PFIZER LTDA;CELEBRA;200 MG CAP GEL DURA CT BL AL PLAS INC X 4;14,34;NÃO
celecoxibe;LABORATÓRIOS PFIZER LTDA;CELEBRA;100 MG CAP GEL DURA CT BL AL PLAS INC X 20;46,76;NÃO
celecoxibe;LABORATÓRIOS PFIZER LTDA;CELEBRA;200 MG CAP GEL DURA CT BL AL PLAS INC X 10;38,47;NÃO
celecoxibe;LABORATÓRIOS PFIZER LTDA;CELEBRA;200 MG CAP GEL DURA CT BL AL PLAS INC X 15;54,32;NÃO
celecoxibe;LABORATÓRIOS PFIZER LTDA;CELEBRA;200 MG CAP GEL DURA CT BL AL PLAS INC X 30 ;112,45;NÃO
Certolizumabe Pegol;ASTRAZENECA DO BRASIL LTDA;CIMZIA;200 MG/ML SOL INJ CT 6 SER VD INC PREENC X 1 ML + 6 LENÇOS UMEDECIDOS;6644,76;NÃO
Certolizumabe Pegol;ASTRAZENECA DO BRASIL LTDA;CIMZIA;200 MG/ML SOL INJ CT 2 SER VD INC PREENC X 1 ML + 2 LENÇOS UMEDECIDOS;2214,91;NÃO
cetoconazol;GALDERMA BRASIL LTDA;ARCOLAN;20 MG/G SHAMP CT FR PLAST OPC X 100 ML;49,43;NÃO
cetoconazol;EMS SIGMA PHARMA LTDA;CETOCONAZOL;20 MG/G CREM DERM CT BG AL X 30 G ;16,79;NÃO
cetoconazol;EMS SIGMA PHARMA LTDA;CETOCONAZOL;200 MG COM CT BL AL PLAS BCO LEIT X 10;19,45;NÃO
cetoconazol;PHARLAB INDÚSTRIA FARMACÊUTICA LTDA;TRICORTID;20 MG + 0.5 MG + 2.5 MG CREM DERM CT BG  AL X 30 G ;18,72;NÃO
cetoconazol;PHARLAB INDÚSTRIA FARMACÊUTICA LTDA;TRICORTID;20 MG + 0.5 MG + 2.5 MG POM DERM CT BG AL X 30 G ;17,77;NÃO
cetoconazol;PHARLAB INDÚSTRIA FARMACÊUTICA LTDA;CETOCONAZOL;20 MG/ G CREM DERM CX 100 BG AL X 30 G (EMB HOSP);0;SIM
cetoconazol;PHARLAB INDÚSTRIA FARMACÊUTICA LTDA;CETOCONAZOL;200 MG COM CT BL AL PLAS INC X 500 (EMB HOSP);0;SIM
cetoconazol;PHARLAB INDÚSTRIA FARMACÊUTICA LTDA;CETOCONAZOL;200 MG COM CT BL AL PLAS INC X 30;51,02;NÃO
cetoconazol;PHARLAB INDÚSTRIA FARMACÊUTICA LTDA;CETOCONAZOL;20 MG/ G CREM DERM CT BG AL X 30 G;11,34;NÃO
cetoconazol;PHARLAB INDÚSTRIA FARMACÊUTICA LTDA;IZONAX;200 MG COM CT BL AL PLAS INC X 10;25,57;NÃO
cetoconazol;PHARLAB INDÚSTRIA FARMACÊUTICA LTDA;IZONAX;20 MG/G XAMP CT FR PLAS OPC X 100 ML;29,32;NÃO
cetoconazol;PHARLAB INDÚSTRIA FARMACÊUTICA LTDA;IZONAX;200 MG COM CT BL AL PLAS INC X 30;64,93;NÃO
cetoconazol;PHARLAB INDÚSTRIA FARMACÊUTICA LTDA;IZONAX;20 MG/G CREM DERM CT BG AL X 30 G ;17,35;NÃO
cetoconazol;SANOFI-AVENTIS FARMACÊUTICA LTDA;CETOCONAZOL;200 MG COM CT BL AL PLAS INC X 10 ;23,96;NÃO
cetoconazol;CIMED INDÚSTRIA DE MEDICAMENTOS LTDA;CETOMED;200 MG COM CT BL AL PLAS INC X 30;74,43;NÃO
cetoconazol;CIMED INDÚSTRIA DE MEDICAMENTOS LTDA;CETOMED;200 MG COM CT BL AL PLAS INC X 10;31,99;NÃO
cetoconazol;CIMED INDÚSTRIA DE MEDICAMENTOS LTDA;CIMECORT;20 MG /G + 0,64 MG / G + 2,5 MG /G CREM DERM CT BG AL X 15 G;13,99;NÃO
cetoconazol;CIMED INDÚSTRIA DE MEDICAMENTOS LTDA;CIMECORT;20 MG /G + 0,64 MG / G + 2,5 MG /G CREM DERM CT BG AL X 30 G;01;16,01;NÃO
cetoconazol;CIMED INDÚSTRIA DE MEDICAMENTOS LTDA;CETOCONAZOL;20 MG/ ML SHAMP CT FR PLAS OPC X 100 ML;29,9;NÃO
cetoconazol;CIMED INDÚSTRIA DE MEDICAMENTOS LTDA;CETOCONAZOL;20 MG/G CREM DERM CT BG AL X 30 G;16,74;NÃO
cetoconazol;CIMED INDÚSTRIA DE MEDICAMENTOS LTDA;CLEARTOP;20 MG/ G CREM CT BG AL X 30 G ;19,44;NÃO
cetoconazol;CIMED INDÚSTRIA DE MEDICAMENTOS LTDA;CLEARTOP;20 MG/ ML XAMP CT FR PLAS OPC X 100 ML;29,9;NÃO
cetoconazol;HYPERMARCAS S.A;CETONEO;20 MG/G CREM DERM CX 50 BG AL X 30 G (EMB HOSP);0;SIM
cetoconazol;HYPERMARCAS S.A;CETONEO;20 MG/G CREM DERM CT BG AL X 30 G;18,36;NÃO
cetoconazol;HYPERMARCAS S.A;CETONEO;20 MG/ML XAMP CT FR PLAS OPC X 100 ML;41,94;NÃO
cetoconazol;HYPERMARCAS S.A;CETONEO;200 MG COM CT BL AL PLAS INC X 10;30,14;NÃO
cetoconazol;GEOLAB INDÚSTRIA FARMACÊUTICA LTDA;ZOLMICOL;200 MG COM CT 3 BL AL PLAS INC X 10;69,44;NÃO
cetoconazol;GEOLAB INDÚSTRIA FARMACÊUTICA LTDA;ZOLMICOL;20 MG/G CREM DERM CX 100 BG AL X 30 G (EMB HOSP);0;SIM
cetoconazol;GEOLAB INDÚSTRIA FARMACÊUTICA LTDA;ZOLMICOL;20 MG/G CREM DERM CT 1 BG AL X 30 G;18,81;NÃO
cetoconazol;GEOLAB INDÚSTRIA FARMACÊUTICA LTDA;ZOLMICOL;200 MG COM CT 1 BL AL PLAS INC X 10;28,32;NÃO
cetoconazol;GEOLAB INDÚSTRIA FARMACÊUTICA LTDA;ZOLMICOL;200 MG COM CT 50 BL AL PLAS INC X 10 ( EMB HOSPITALAR );0;SIM
cetoconazol;GEOLAB INDÚSTRIA FARMACÊUTICA LTDA;CETOCONAZOL;20 MG/G CREM DERM CT BG AL X 30 G;16,47;NÃO
cetoconazol;LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA;CETOCONAZOL;200 MG COM CT BL AL PLAS BCO LEIT X 10;18,36;NÃO
cetoconazol;LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA;CETOCONAZOL;20 MG/G CREM DERM CT BG AL X 30 G;15,84;NÃO
cetoconazol;BRAINFARMA IND. QUÍM. E FARMACÊUTICA LTDA;CETOCONAZOL;200 MG COM CT BL AL PLAS INC X 10;23,99;NÃO
cetoconazol;THEODORO F SOBRAL E CIA LTDA;CETOCONAZOL;20 MG/G CREM DERM CX 100 BG AL X 30 G (EMB HOSP);0;SIM
cetoconazol;THEODORO F SOBRAL E CIA LTDA;CETOCONAZOL;20 MG/G CREM DERM CT BG AL X 30 G;16,78;NÃO
cetoconazol;LABORATÓRIO GLOBO LTDA;CETOMICOSS;20MG/G CREM DERM BG AL C/20G;17,92;NÃO
cetoconazol;LABORATÓRIO GLOBO LTDA;CETOMICOSS;200 MG COM CT BL AL PLAS INC X 10;27,92;NÃO
cetoconazol;LABORATÓRIO GLOBO LTDA;CETOMICOSS;200 MG COM CT 3 BL AL PLAS INC X 10;01;68,75;NÃO
cetoconazol;LABORATÓRIO GLOBO LTDA;CETOCONAZOL;20 MG/G XAMP CT FR PLAS OPC X 100 ML;29,6;NÃO
cetoconazol;LABORATÓRIO TEUTO BRASILEIRO S.A.;CETOCONAZOL;200 MG COM CT BL AL PLAS INC X 30;58,15;NÃO
cetoconazol;LABORATÓRIO TEUTO BRASILEIRO S.A.;CETOCONAZOL;200 MG COM CT BL AL PLAS INC X 10;21,81;NÃO
cetoconazol;LABORATÓRIO TEUTO BRASILEIRO S.A.;CETOCONAZOL;200 MG COM CX BL AL PLAS INC X 100 (EMB HOSP);0;SIM
cetoconazol;LABORATÓRIO TEUTO BRASILEIRO S.A.;CETOCONAZOL;20 MG/G CREM DERM CT BG AL X 30 G;11,48;NÃO
cetoconazol;LABORATÓRIO TEUTO BRASILEIRO S.A.;CETOCONAZOL;20 MG/G SHAMP CT FR PLAS OPC X 100 ML ;29,9;NÃO
cetoconazol;LABORATÓRIO TEUTO BRASILEIRO S.A.;LOZAN;200 MG COM CT BL AL PLAS INC X 10;27,4;NÃO
cetoconazol;LABORATÓRIO TEUTO BRASILEIRO S.A.;LOZAN;20 MG/G CREM DERM CT BG AL X 30 G;16,05;NÃO
cetoconazol;LABORATÓRIO TEUTO BRASILEIRO S.A.;LOZAN;200 MG COM CT BL AL PLAS INC X 30;66,18;NÃO
cetoconazol;LABORATÓRIO TEUTO BRASILEIRO S.A.;LOZAN;20 MG/ML SHAMP CT FR PLAS OPC X 100 ML;41,55;NÃO
cetoconazol;CIFARMA CIENTÍFICA FARMACÊUTICA LTDA;CETONIN;20 MG/G CREM DERM CT BG AL X 30 G;17,98;NÃO
cetoconazol;MEDQUÍMICA INDÚSTRIA FARMACÊUTICA LTDA;FUNGONAZOL;200 MG COM CT BL AL PLAS INC X 10;20,68;NÃO
cetoconazol;MEDQUÍMICA INDÚSTRIA FARMACÊUTICA LTDA;FUNGONAZOL;20 MG/ML SHAMP CT FR PLAS OPC X 100 ML ;33,84;NÃO
cetoconazol;MEDQUÍMICA INDÚSTRIA FARMACÊUTICA LTDA;FUNGONAZOL;200 MG COM CT BL AL PLAS INC X 20;35,11;NÃO
cetoconazol;HIPOLABOR FARMACEUTICA LTDA;CETOCOL;20 MG/G CR DERM CX 100 BG AL X 30 G (EMB.HOSP);0;SIM
cetoconazol;HIPOLABOR FARMACEUTICA LTDA;CETOCOL;200 MG COM CT BL AL PVC INC X 500 (EMB HOSP);457,16;NÃO
cetoconazol;HIPOLABOR FARMACEUTICA LTDA;CETOCOL;200 MG COM CT BL AL PVC INC X 20;9,61;NÃO
cetoconazol;HIPOLABOR FARMACEUTICA LTDA;CETOCOL;200 MG COM CT BL AL PVC INC X 30;28,13;NÃO
cetoconazol;HIPOLABOR FARMACEUTICA LTDA;CETOCONAZOL;20 MG/G CREM DERM CT BG AL X 30 G ;16,19;NÃO
cetoconazol;HIPOLABOR FARMACEUTICA LTDA;CETOCONAZOL;20 MG/G CREM DERM CX 50 BG AL X 30 G (EMB HOSP);0;SIM
cetoconazol;HIPOLABOR FARMACEUTICA LTDA;CETOCONAZOL;20 MG/G CREM DERM CX 100 BG AL X 30 G (EMB HOSP) ;0;SIM
cetoconazol;PHARMASCIENCE LABORATORIOS LTDA;CETACONAL;200 MG COM CT BL AL PLAS INC X 10;25,23;NÃO
cetoconazol;PHARMASCIENCE LABORATORIOS LTDA;CETACONAL;200 MG COM CT BL AL PLAS INC X 30;58,48;NÃO
cetoconazol;PHARMASCIENCE LABORATORIOS LTDA;CETACONAL;20 MG/G CREM DERM CT BG AL X 30 G;17,32;NÃO
cetoconazol;PHARMASCIENCE LABORATORIOS LTDA;CETACONAL;20 MG XAMP CT FR PLAS OPC X 100 ML;31,05;NÃO
cetoconazol;LABORATÓRIO NEOQUÍMICA COMÉRCIO E INDÚSTRIA LTDA;CETOCONAZOL;200 MG COM CT BL AL PLAS INC X 10;19,55;NÃO
cetoconazol;LABORATÓRIO NEOQUÍMICA COMÉRCIO E INDÚSTRIA LTDA;CETOCONAZOL;20 MG/G CREM DERM CT BG AL X 30 G;11,75;NÃO
cetoconazol;LABORATÓRIO NEOQUÍMICA COMÉRCIO E INDÚSTRIA LTDA;CETONEO;200 MG COM CT BL  AL PLAS INC  X 10;30,14;NÃO
